countryCode,name,wikidataID,gender,twitterScreenname,twitterID,positionHeld,group,groupFromState,district
US,Sanford Bishop,http://www.wikidata.org/entity/Q983428,male,sanfordbishop,249410485,United States representative,Democratic Party,Democratic Party,Georgia's 2nd congressional district
US,G. K. Butterfield,http://www.wikidata.org/entity/Q983532,male,gkbutterfield,432676344,United States representative,Democratic Party,Democratic Party,North Carolina's 1st congressional district
US,Steve Womack,http://www.wikidata.org/entity/Q1029527,male,rep_stevewomack,234469322,United States representative,Republican Party,Republican Party,Arkansas's 3rd congressional district
US,Eliot Engel,http://www.wikidata.org/entity/Q1329618,male,repeliotengel,164007407,United States representative,Democratic Party,Democratic Party,New York's 16th congressional district
US,John Garamendi,http://www.wikidata.org/entity/Q1340268,male,repgaramendi,88806753,United States representative,Democratic Party,Democratic Party,California's 3rd congressional district
US,Mike Kelly,http://www.wikidata.org/entity/Q1431761,male,mikekellypa,935368364,United States representative,Republican Party,Republican Party,Pennsylvania's 16th congressional district
US,Gus Bilirakis,http://www.wikidata.org/entity/Q1555314,male,repgusbilirakis,26051676,United States representative,Republican Party,Republican Party,Florida's 12th congressional district
US,Phil Roe,http://www.wikidata.org/entity/Q1665842,male,drphilroe,52503751,United States representative,Republican Party,Republican Party,Tennessee's 1st congressional district
US,Alcee Hastings,http://www.wikidata.org/entity/Q1758631,male,rephastingsfl,2433737761,United States representative,Democratic Party,Democratic Party,Florida's 20th congressional district
US,Vern Buchanan,http://www.wikidata.org/entity/Q2517229,male,vernbuchanan,20467163,United States representative,Republican Party,Republican Party,Florida's 16th congressional district
US,Lois Frankel,http://www.wikidata.org/entity/Q3182451,female,reploisfrankel,1077121945,United States representative,Democratic Party,Democratic Party,Florida's 21st congressional district
US,Jared Huffman,http://www.wikidata.org/entity/Q3276717,male,rephuffman,1071102246,United States representative,Democratic Party,Democratic Party,California's 2nd congressional district
US,Norma Torres,http://www.wikidata.org/entity/Q3343727,female,norma4congress || normajtorres,2409478435 || 236279233,United States representative,California Democratic Party,Democratic Party,California's 35th congressional district
US,Steven Horsford,http://www.wikidata.org/entity/Q3514907,male,rephorsford || stevenhorsford,389840566 || 246478393,United States representative,Democratic Party,Democratic Party,Nevada's 4th congressional district
US,Raul Ruiz,http://www.wikidata.org/entity/Q3701994,male,repraulruizmd,1089859058,United States representative,Democratic Party,Democratic Party,California's 36th congressional district
US,Andy Barr,http://www.wikidata.org/entity/Q3828645,male,repandybarr,1089334250,United States representative,Republican Party,Republican Party,Kentucky's 6th congressional district
US,Ann Wagner,http://www.wikidata.org/entity/Q3917251,female,repannwagner,1051446626,United States representative,Republican Party,Republican Party,Missouri's 2nd congressional district
US,Marc Veasey,http://www.wikidata.org/entity/Q4068811,male,repveasey,1074129612,United States representative,Democratic Party,Democratic Party,Texas's 33rd congressional district
US,Josh Gottheimer,http://www.wikidata.org/entity/Q6288908,male,repjoshg,815310506596691968,United States representative,Democratic Party,Democratic Party,New Jersey's 5th congressional district
US,Lance Gooden,http://www.wikidata.org/entity/Q6483406,male,lancegooden,1029094268542099457,United States representative,Republican Party,Republican Party,Texas's 5th congressional district
US,Lou Correa,http://www.wikidata.org/entity/Q6685454,male,reploucorrea,815985039485837312,United States representative,Democratic Party,Democratic Party,California's 46th congressional district
US,Pete Aguilar,http://www.wikidata.org/entity/Q7171821,male,reppeteaguilar,3018670151,United States representative,Democratic Party,Democratic Party,California's 31st congressional district
US,Rashida Tlaib,http://www.wikidata.org/entity/Q7294939,female,rashidatlaib,435331179,United States representative,Democratic Party,Democratic Party,Michigan's 13th congressional district
US,Ron Estes,http://www.wikidata.org/entity/Q7363747,male,repronestes,854715071116849157,United States representative,Republican Party,Republican Party,Kansas's 4th congressional district
US,Tom Emmer,http://www.wikidata.org/entity/Q7815723,male,reptomemmer,2914515430,United States representative,Republican Party || Republican Party of Minnesota,Republican Party,Minnesota's 6th congressional district
US,Van Taylor,http://www.wikidata.org/entity/Q7913689,male,vantaylortx || repvantaylor,21826591 || 1075040139351597056,United States representative,Republican Party,Republican Party,Texas's 3rd congressional district
US,Bruce Westerman,http://www.wikidata.org/entity/Q16197421,male,repwesterman,2852998461,United States representative,Republican Party,Republican Party,Arkansas's 4th congressional district
US,Andy Biggs,http://www.wikidata.org/entity/Q16199304,male,repandybiggsaz || andybiggs4az,816652616625168388 || 702601370344402944,United States representative,Republican Party,Republican Party,Arizona's 5th congressional district
US,Gary Palmer,http://www.wikidata.org/entity/Q17386504,male,usrepgarypalmer,2861616083,United States representative,Republican Party,Republican Party,Alabama's 6th congressional district
US,Seth Moulton,http://www.wikidata.org/entity/Q18045052,male,sethmoulton || teammoulton,248495200 || 3091316093,United States representative,Democratic Party,Democratic Party,Massachusetts's 6th congressional district
US,Ralph Abraham,http://www.wikidata.org/entity/Q18683775,male,repabraham,2962891515,United States representative,Republican Party,Republican Party,Louisiana's 5th congressional district
US,Lisa Blunt Rochester,http://www.wikidata.org/entity/Q26899141,female,lisabrochester,4049197462,United States representative,Democratic Party,Democratic Party,Delaware's at-large congressional district
US,Ted Budd,http://www.wikidata.org/entity/Q27733792,male,buddforcongress || reptedbudd,1387547723059052547 || 817138492614524928,United States representative,Republican Party,Republican Party,North Carolina's 13th congressional district
US,Trey Hollingsworth,http://www.wikidata.org/entity/Q27804536,male,votefortrey || reptrey,3431000296 || 811986281177772032,United States representative,Republican Party,Republican Party,Indiana's 9th congressional district
US,Michael Waltz,http://www.wikidata.org/entity/Q55386653,male,repmichaelwaltz,1082416697380913152,United States representative,Republican Party,Republican Party,Florida's 6th congressional district
US,Josh Harder,http://www.wikidata.org/entity/Q58494468,male,repjoshharder,1080851152151953410,United States representative,Democratic Party,Democratic Party,California's 10th congressional district
US,Joe Cunningham,http://www.wikidata.org/entity/Q58993183,male,repcunningham || joecunninghamsc,1080198683713507335 || 826589191412862976,United States representative,Democratic Party,Democratic Party,South Carolina's 1st congressional district
US,Steve Watkins,http://www.wikidata.org/entity/Q60428824,male,rep_watkins || steve4kansas,1080307235350241280 || 129259273,United States representative,Republican Party,Republican Party,Kansas's 2nd congressional district
US,Suzanne Bonamici,http://www.wikidata.org/entity/Q45946,female,repbonamici,558769636,United States representative,Democratic Party,Democratic Party,Oregon's 1st congressional district
US,Collin Peterson,http://www.wikidata.org/entity/Q434458,male,collinpeterson,115676070,United States representative,Democratic Party || Minnesota Democratic–Farmer–Labor Party,Democratic Party,Minnesota's 7th congressional district
US,Rosa DeLauro,http://www.wikidata.org/entity/Q434952,female,rosadelauro || rosa_delauro,140519774 || 893496121,United States representative,Democratic Party,Democratic Party,Connecticut's 3rd congressional district
US,Ben Cline,http://www.wikidata.org/entity/Q4885439,male,cline4virginia,40264497,United States representative || Member of the United States House of Representatives from Virginia,Republican Party,Republican Party,Virginia's 6th congressional district
US,Abigail Spanberger,http://www.wikidata.org/entity/Q55603085,female,repspanberger || spanbergerva07,1078771401497161728 || 882958562296819714,United States representative || Member of the United States House of Representatives from Virginia,Democratic Party,Democratic Party,Virginia's 7th congressional district
US,Gregorio Sablan,http://www.wikidata.org/entity/Q3116336,male,kilili_sablan,926446070812602371,non-voting member of the U.S. House of Representatives,Democratic Party,Democratic Party,Northern Mariana Islands' at-large congressional district
US,Amata Coleman Radewagen,http://www.wikidata.org/entity/Q18684027,female,amata96799 || repamata,19447958 || 3026622545,non-voting member of the U.S. House of Representatives,Republican Party,Republican Party,American Samoa's at-large congressional district
US,Stacey Plaskett,http://www.wikidata.org/entity/Q18739104,female,plaskett_2012 || staceyplaskett,569344237 || 2724095695,non-voting member of the U.S. House of Representatives,Democratic Party,Democratic Party,United States Virgin Islands's at-large congressional district
US,Michael San Nicolas,http://www.wikidata.org/entity/Q16221559,male,guamcongressman,346509049,non-voting member of the U.S. House of Representatives,Democratic Party,Democratic Party,Guam's at-large congressional district
US,Eleanor Holmes Norton,http://www.wikidata.org/entity/Q461649,female,eleanornorton,23600262,non-voting member of the U.S. House of Representatives,Democratic Party,Democratic Party,District of Columbia's at-large congressional district
