countryCode,name,wikidataID,gender,twitterScreenname,twitterID,positionHeld,group,groupFromState
CA,Jean-Yves Duclos,http://www.wikidata.org/entity/Q1685302,male,jyduclos,2848993491,member of the House of Commons of Canada,Liberal Party of Canada,Liberal Party of Canada
CA,Blake Richards,http://www.wikidata.org/entity/Q2905842,male,blakerichardsmp,24171225,member of the House of Commons of Canada,Conservative Party of Canada,Conservative Party of Canada
CA,Larry Bagnell,http://www.wikidata.org/entity/Q3218024,male,larrybagnell,126233342,member of the House of Commons of Canada,Liberal Party of Canada,Liberal Party of Canada
CA,Michelle Rempel Garner,http://www.wikidata.org/entity/Q3311457,female,michellerempel,14538949,member of the House of Commons of Canada,Conservative Party of Canada,Conservative Party of Canada
CA,Bill Blair,http://www.wikidata.org/entity/Q4908168,male,billblair,3196494064,member of the House of Commons of Canada,Liberal Party of Canada,Liberal Party of Canada
CA,Bob Bratina,http://www.wikidata.org/entity/Q4931915,male,bobbratina,2982975394,member of the House of Commons of Canada,,Liberal Party of Canada
CA,Dan Vandal,http://www.wikidata.org/entity/Q5214525,male,stbstvdan,234550882,member of the House of Commons of Canada,Liberal Party of Canada,Liberal Party of Canada
CA,Kyle Seeback,http://www.wikidata.org/entity/Q6451430,male,kyleseeback,1198299741060239360,member of the House of Commons of Canada,Conservative Party of Canada,Conservative Party of Canada
CA,Ali Ehsassi,http://www.wikidata.org/entity/Q21156200,male,aliehsassi,1895316878,member of the House of Commons of Canada,Liberal Party of Canada,Liberal Party of Canada
CA,Marilène Gill,http://www.wikidata.org/entity/Q21167969,female,gillmarilene,3402128080,member of the House of Commons of Canada,Bloc Québécois,Bloc Québécois
CA,Andy Fillmore,http://www.wikidata.org/entity/Q21174009,male,andyfillmorehfx,158458133,member of the House of Commons of Canada,Liberal Party of Canada,Liberal Party of Canada
CA,Carla Qualtrough,http://www.wikidata.org/entity/Q21384927,female,cqualtro,2852899113,member of the House of Commons of Canada,Liberal Party of Canada,Liberal Party of Canada
CA,Julie Dabrusin,http://www.wikidata.org/entity/Q21572925,female,juliedabrusin,382949896,member of the House of Commons of Canada,Liberal Party of Canada,Liberal Party of Canada
CA,Luc Berthold,http://www.wikidata.org/entity/Q21891834,male,lucberthold,268832287,member of the House of Commons of Canada,Conservative Party of Canada,Conservative Party of Canada
CA,John Brassard,http://www.wikidata.org/entity/Q22003456,male,johnbrassardcpc,38100599,member of the House of Commons of Canada,Conservative Party of Canada,Conservative Party of Canada
CA,Shannon Stubbs,http://www.wikidata.org/entity/Q22114010,female,shannonstubbsmp,2963597856,member of the House of Commons of Canada,Conservative Party of Canada,Conservative Party of Canada
CA,Peter Schiefke,http://www.wikidata.org/entity/Q22121196,male,peterschiefke,342258692,member of the House of Commons of Canada,Liberal Party of Canada,Liberal Party of Canada
CA,Chandra Arya,http://www.wikidata.org/entity/Q22276872,male,chandranepean,2327530022,member of the House of Commons of Canada,Liberal Party of Canada,Liberal Party of Canada
CA,Shaun Chen,http://www.wikidata.org/entity/Q22277334,male,shaun_chen,2937436849,member of the House of Commons of Canada,Liberal Party of Canada,Liberal Party of Canada
CA,Ryan Turnbull,http://www.wikidata.org/entity/Q71929780,male,turnbullwhitby,1140090941195325440,member of the House of Commons of Canada,Liberal Party of Canada,Liberal Party of Canada
CA,Sébastien Lemire,http://www.wikidata.org/entity/Q72177965,male,seblemire,216469057,member of the House of Commons of Canada,Bloc Québécois,Bloc Québécois
CA,Alexandra Mendès,http://www.wikidata.org/entity/Q2833301,female,alexandrabrstl,249221867,member of the House of Commons of Canada,Liberal Party of Canada,Liberal Party of Canada
CA,Cathy McLeod,http://www.wikidata.org/entity/Q2942205,female,cathy_mcleod,68995519,member of the House of Commons of Canada,Conservative Party of Canada,Conservative Party of Canada
CA,Hedy Fry,http://www.wikidata.org/entity/Q3129348,female,hedyfry,25127782,member of the House of Commons of Canada,Liberal Party of Canada,Liberal Party of Canada
CA,James Bezan,http://www.wikidata.org/entity/Q3160939,male,jamesbezan,44718864,member of the House of Commons of Canada,Conservative Party of Canada,Conservative Party of Canada
CA,Lawrence MacAulay,http://www.wikidata.org/entity/Q3219913,male,l_macaulay,493488747,member of the House of Commons of Canada,Liberal Party of Canada,Liberal Party of Canada
CA,Niki Ashton,http://www.wikidata.org/entity/Q3341504,female,nikiashton,18654401,member of the House of Commons of Canada,New Democratic Party,New Democratic Party
CA,Pablo Rodríguez,http://www.wikidata.org/entity/Q3359999,male,pablorodriguez,2242940071,member of the House of Commons of Canada,Liberal Party of Canada,Liberal Party of Canada
CA,Lenore Zann,http://www.wikidata.org/entity/Q4355859,female,zannlenore,1646161106,member of the House of Commons of Canada,Nova Scotia New Democratic Party,Liberal Party of Canada
CA,Helena Jaczek,http://www.wikidata.org/entity/Q5703595,female,helenajaczek,290162716,member of the House of Commons of Canada,Ontario Liberal Party,Liberal Party of Canada
