Title,twitter,Ideology,URL,URL Reconstruct,URL Redirect Reconstruct,Location,Parent,Parent URL,Parent Country
SooToday.com,sootoday,Center-left,http://www.sootoday.com,sootoday,sootoday,"Sault Ste. Marie, ON",SooToday.com,https://www.sootoday.com/,Canada
SCMP Sport,scmp_sport,Center-left,http://scmp.com/sport,scmp,scmp,Hong Kong,South China Morning Post,https://www.scmp.com,Hong Kong
HK Racing – SCMP,scmpracingpost,Center-left,http://www.scmp.com/sport/racing,scmp,scmp,Hong Kong,South China Morning Post,https://www.scmp.com,Hong Kong
Wang Xiangwei,wangxiangweihk,Center-left,http://www.scmp.com,scmp,scmp,Hong Kong,South China Morning Post,https://www.scmp.com,Hong Kong
Mark Magnier,markmagnier,Center-left,https://www.scmp.com/author/mark-magnier,scmp,scmp,Living in the Swamp with da creatures...,South China Morning Post,https://www.scmp.com,Hong Kong
SCMP Lifestyle,scmplifestyle,Center-left,https://www.scmp.com/lifestyle,scmp,scmp,Hong Kong,South China Morning Post,https://www.scmp.com,Hong Kong
SBS Australia,sbs,Center-left,http://sbs.com.au,sbs.com.au,sbs.com.au,Australia,Special Broadcasting Service (SBS),https://www.sbs.com.au/,Australia
DER SPIEGEL,derspiegel,Center-left,https://www.spiegel.de/,spiegel.de,spiegel.de,"Hamburg, Germany",Spiegel Online (Der Spiegel),https://www.spiegel.de/,Germany
SPIEGEL ONLINE,spiegelonline,Center-left,https://www.spiegel.de/,spiegel.de,spiegel.de,Hamburg,Spiegel Online (Der Spiegel),https://www.spiegel.de/,Germany
SPIEGEL EIL,spiegel_eil,Center-left,http://www.spiegel.de/,spiegel.de,spiegel.de,Hamburg,Spiegel Online (Der Spiegel),https://www.spiegel.de/,Germany
Shoib Najafizada,shoibnajafizada,Center-left,http://www.spiegel.de,spiegel.de,spiegel.de,Kabul Afghanistan,Spiegel Online (Der Spiegel),https://www.spiegel.de/,Germany
Pioneer Press,pioneerpress,Center-left,http://twincities.com,twincities,twincities,"St. Paul, Minnesota",St. Paul Pioneer Press,http://www.twincities.com/,Unknown
"Frederick Melo, Reporter",frederickmelo,Center-left,http://twincities.com,twincities,twincities,"St. Paul, Minneapolis",St. Paul Pioneer Press,http://www.twincities.com/,Unknown
Molly Guthrey,mollyguthrey,Center-left,http://twincities.com/mollyguthrey,twincities,twincities,"St. Paul, Minnesota",St. Paul Pioneer Press,http://www.twincities.com/,Unknown
Jaime DeLage,jaimedelage,Center-left,http://www.twincities.com,twincities,twincities,"St. Paul, Minnesota",St. Paul Pioneer Press,http://www.twincities.com/,Unknown
John Shipley: Tier 3,shipleymn,Center-left,http://www.twincities.com,twincities,twincities,"St Paul, MN",St. Paul Pioneer Press,http://www.twincities.com/,Unknown
Stamford Advocate,stamadvocate,Center-left,http://stamfordadvocate.com/,stamfordadvocate,stamfordadvocate,"Stamford, CT",Stamford Advocate,https://www.stamfordadvocate.com/,United States
Advocate Sports,stamfordsports,Center-left,http://stamfordadvocate.com/sports,stamfordadvocate,stamfordadvocate,"Stamford, CT",Stamford Advocate,https://www.stamfordadvocate.com/,United States
John Breunig,johnbreunig,Center-left,http://stamfordadvocate.com,stamfordadvocate,stamfordadvocate,"Newtown, CT",Stamford Advocate,https://www.stamfordadvocate.com/,United States
Stamford Advocate,trendstamford,Center-left,http://www.stamfordadvocate.com,stamfordadvocate,stamfordadvocate,"Stamford, Connecticut",Stamford Advocate,https://www.stamfordadvocate.com/,United States
The Star-Ledger,starledger,Center-left,http://www.nj.com/starledger,nj,nj,New Jersey,StarLedger,https://www.nj.com/starledger/,United States
Bobby Olivier,bobbyolivier,Center-left,http://nj.com/entertainment,nj,nj,New Jersey,StarLedger,https://www.nj.com/starledger/,United States
STAT,statnews,Center-left,http://www.statnews.com/,statnews,statnews,,Stat (News),https://www.statnews.com/,United States
Step Feed,stepfeed,Center-left,https://subscribe.stepfeed.com/,stepfeed,stepfeed.subscribe,,StepFeed,https://stepfeed.com,Unknown
Sarah Trad,sarahtrad_,Center-left,http://stepfeed.com/a/sarah-trad,stepfeed,stepfeed.subscribe,Beirut,StepFeed,https://stepfeed.com,Unknown
Stop Fake,stopfakingnews,Center-left,http://stopfake.org,stopfake.org,stopfake.org,"Kyiv, Ukraine",StopFake,https://www.stopfake.org/,Ukraine
StopFake CZ,stopfakecz,Center-left,http://www.stopfake.org/cz/domu/,stopfake.org,stopfake.org,Hlavní město Praha,StopFake,https://www.stopfake.org/,Ukraine
StopFake FR,stopfake_fr,Center-left,http://www.stopfake.org/fr/accueil/,stopfake.org,stopfake.org,France,StopFake,https://www.stopfake.org/,Ukraine
StopFake_PL,stopfake_pl,Center-left,http://www.stopfake.org/pl/,stopfake.org,stopfake.org,"Warszawa, Polska",StopFake,https://www.stopfake.org/,Ukraine
StopFake in Italiano,stopfakeitalian,Center-left,http://www.stopfake.org/it/home/,stopfake.org,stopfake.org,Italia,StopFake,https://www.stopfake.org/,Ukraine
StopFake DE,stopfakede,Center-left,http://stopfake.org/de,stopfake.org,stopfake.org,Ukraine,StopFake,https://www.stopfake.org/,Ukraine
Ольга Юркова,olga_yurkova,Center-left,http://stopfake.org,stopfake.org,stopfake.org,"Kyiv, Ukraine",StopFake,https://www.stopfake.org/,Ukraine
StopFake ES,stopfakespanish,Center-left,http://www.stopfake.org/es/portada/,stopfake.org,stopfake.org,España,StopFake,https://www.stopfake.org/,Ukraine
Stuff,nzstuff,Center-left,http://www.stuff.co.nz,stuff.co.nz,stuff.co.nz,New Zealand,Stuff,https://www.stuff.co.nz/,New Zealand
Anna Fifield,annafifield,Center-left,http://stuff.co.nz,stuff.co.nz,stuff.co.nz,Wellington / Pōneke,Stuff,https://www.stuff.co.nz/,New Zealand
Mark Stevens,mark_stevens_,Center-left,http://www.stuff.co.nz,stuff.co.nz,stuff.co.nz,Wellington,Stuff,https://www.stuff.co.nz/,New Zealand
Joanne Butcher,jo_butcher,Center-left,http://www.stuff.co.nz,stuff.co.nz,stuff.co.nz,New Zealand,Stuff,https://www.stuff.co.nz/,New Zealand
Sunlight Foundation,sunfoundation,Center-left,http://sunlightfoundation.com/,sunlightfoundation,sunlightfoundation,"Washington, DC",Sunlight Foundation,https://sunlightfoundation.com/,United States
John Wonderlich,johnwonderlich,Center-left,http://www.sunlightfoundation.com,sunlightfoundation,sunlightfoundation,DC,Sunlight Foundation,https://sunlightfoundation.com/,United States
SWI swissinfo.ch,swissinfo,Center-left,http://www.swissinfo.ch,swissinfo.ch,swissinfo.ch,Switzerland,SWI – Swissinfo.ch,https://www.swissinfo.ch/,Switzerland
swissinfo.ch,swissinfo_en,Center-left,http://www.swissinfo.ch,swissinfo.ch,swissinfo.ch,Switzerland,SWI – Swissinfo.ch,https://www.swissinfo.ch/,Switzerland
Veronica DeVore,vdevore,Center-left,http://www.swissinfo.ch,swissinfo.ch,swissinfo.ch,"Berne, Switzerland",SWI – Swissinfo.ch,https://www.swissinfo.ch/,Switzerland
dalebechtel,dalebechtel,Center-left,http://www.swissinfo.ch,swissinfo.ch,swissinfo.ch,"Bern, Switzerland",SWI – Swissinfo.ch,https://www.swissinfo.ch/,Switzerland
Marc-André Miserez,marcamiserez,Center-left,http://www.swissinfo.ch,swissinfo.ch,swissinfo.ch,Suisse,SWI – Swissinfo.ch,https://www.swissinfo.ch/,Switzerland
Katy Romy,katyromy,Center-left,http://www.swissinfo.ch,swissinfo.ch,swissinfo.ch,"Berne, Suisse",SWI – Swissinfo.ch,https://www.swissinfo.ch/,Switzerland
Reto Gysi von Wartburg,retogysi,Center-left,http://www.swissinfo.ch,swissinfo.ch,swissinfo.ch,bern,SWI – Swissinfo.ch,https://www.swissinfo.ch/,Switzerland
Luigi.Jorio,luigijorio,Center-left,http://www.swissinfo.ch,swissinfo.ch,swissinfo.ch,"Berna, Svizzera",SWI – Swissinfo.ch,https://www.swissinfo.ch/,Switzerland
Renat Künzi,renatkuenzi,Center-left,http://www.swissinfo.ch,swissinfo.ch,swissinfo.ch,Bern/Schweiz,SWI – Swissinfo.ch,https://www.swissinfo.ch/,Switzerland
المرصد السوري لحقوق الإنسان,syriahr,Center-left,http://syriahr.com,syriahr,syriahr,syria,Syrian Observatory for Human Rights (SOHR),https://www.syriahr.com/,United States
Tablet Magazine,tabletmag,Center-left,http://www.tabletmag.com,tabletmag,tabletmag,Published in New York City,Tablet Magazine,https://www.tabletmag.com/,United States
Tampa Bay Times,tb_times,Center-left,http://www.tampabay.com/,tampabay,tampabay,"St. Petersburg, Florida",Tampa Bay Times,https://www.tampabay.com,United States
Tampa Bay Times NIE,tbtimesnie,Center-left,http://www.tampabay.com/nie,tampabay,tampabay,"Tampa Bay, Florida",Tampa Bay Times,https://www.tampabay.com,United States
Buzz on Politics by Tampa Bay Times,politicstbtimes,Center-left,https://www.tampabay.com/florida-politics/buzz/,tampabay,tampabay,"Tampa Bay, Florida",Tampa Bay Times,https://www.tampabay.com,United States
Visuals by Tampa Bay Times,tbtimes_photo,Center-left,http://www.tampabay.com/photos/,tampabay,tampabay,"Tampa Bay, Florida",Tampa Bay Times,https://www.tampabay.com,United States
Things to Do by Tampa Bay Times,thingstodotampa,Center-left,http://www.tampabay.com/things-to-do,tampabay,tampabay,"Tampa Bay, Florida",Tampa Bay Times,https://www.tampabay.com,United States
Sports by Tampa Bay Times,tbtimes_sports,Center-left,http://www.tampabay.com/sports/,tampabay,tampabay,"St. Petersburg, Florida",Tampa Bay Times,https://www.tampabay.com,United States
Opinion by Tampa Bay Times,tbtimes_opinion,Center-left,http://tampabay.com/opinion,tampabay,tampabay,"St. Petersburg, FL",Tampa Bay Times,https://www.tampabay.com,United States
Business by Tampa Bay Times,tbtimesbiz,Center-left,http://tampabay.com/business,tampabay,tampabay,"St. Petersburg, FL",Tampa Bay Times,https://www.tampabay.com,United States
Food by Tampa Bay Times,tbtimesfood,Center-left,http://tampabay.com/food,tampabay,tampabay,"St Petersburg, FL",Tampa Bay Times,https://www.tampabay.com,United States
Tarbell,tarbellorg,Center-left,http://tarbell.org,tarbell.org,tarbell.org,"Greenville, SC",Tarbell,https://tarbell.org,United States
Tax Justice Network,taxjusticenet,Center-left,http://www.taxjustice.net,taxjustice.net,taxjustice.net,Global,Tax Justice Network,https://www.taxjustice.net/,Unknown
Tax Policy Center,taxpolicycenter,Center-left,http://www.taxpolicycenter.org,taxpolicycenter.org,taxpolicycenter.org,Washington DC,Tax Policy Center,http://www.taxpolicycenter.org,Unknown
TechCrunch,techcrunch,Center-left,https://techcrunch.com/newsletters,techcrunch,techcrunch,"San Francisco, CA",TechCrunch,https://techcrunch.com,Unknown
TechCrunch Euro News,tceurope,Center-left,http://techcrunch.com/europe,techcrunch,techcrunch,Europe,TechCrunch,https://techcrunch.com,Unknown
TechCrunch France,tcfr,Center-left,http://techcrunch.com,techcrunch,techcrunch,France,TechCrunch,https://techcrunch.com,Unknown
techdirt,techdirt,Center-left,http://www.techdirt.com/,techdirt,techdirt,,Techdirt,https://www.techdirt.com,United States
Mike Masnick,mmasnick,Center-left,http://www.techdirt.com/,techdirt,techdirt,,Techdirt,https://www.techdirt.com,United States
Techdirt,techdirt_news,Center-left,http://www.techdirt.com,techdirt,techdirt,"Sunnyvale, California",Techdirt,https://www.techdirt.com,United States
entrepreneur,techdirt_ent,Center-left,http://www.techdirt.com/index.php?edition=entrepreneurs,techdirt,techdirt,,Techdirt,https://www.techdirt.com,United States
Texas Monthly,texasmonthly,Center-left,http://www.texasmonthly.com/,texasmonthly,texasmonthly,"Austin, TX",Texas Monthly,https://www.texasmonthly.com,Unknown
Texas Monthly PROMO,txmopromo,Center-left,http://www.texasmonthly.com/promotions,texasmonthly,texasmonthly,Texas,Texas Monthly,https://www.texasmonthly.com,Unknown
Texas Monthly,tmfood,Center-left,http://www.texasmonthly.com/food,texasmonthly,texasmonthly,Texas,Texas Monthly,https://www.texasmonthly.com,Unknown
Texas Tribune,texastribune,Center-left,http://www.texastribune.org,texastribune.org,texastribune.org,"Austin, Texas",Texas Tribune,https://www.texastribune.org/,United States
Ross Ramsey,rossramsey,Center-left,http://www.texastribune.org,texastribune.org,texastribune.org,Austin,Texas Tribune,https://www.texastribune.org/,United States
Ayan Mittra,ayanmittra,Center-left,http://www.texastribune.org/,texastribune.org,texastribune.org,"Austin, Texas",Texas Tribune,https://www.texastribune.org/,United States
Texas Tribune Events,txtribuneevents,Center-left,http://www.texastribune.org/events,texastribune.org,texastribune.org,Texas,Texas Tribune,https://www.texastribune.org/,United States
Texas Tribune Wire,tribwire,Center-left,http://www.texastribune.org/,texastribune.org,texastribune.org,"Austin, Texas",Texas Tribune,https://www.texastribune.org/,United States
The Age Arts,age_arts,Center-left,http://theage.com.au/entertainment/arts-and-culture,theage.com.au,theage.com.au,"Melbourne, Victoria",The Age (Australia),http://www.theage.com.au/,Australia
Asahi Shimbun AJW,ajwasahi,Center-left,http://www.asahi.com/ajw/,asahi,asahi,Tokyo's Tsukiji district,The Asahi Shimbun,http://www.asahi.com/ajw,Japan
朝日新聞(asahi shimbun）,asahi,Center-left,http://www.asahi.com,asahi,asahi,東京都中央区,The Asahi Shimbun,http://www.asahi.com/ajw,Japan
Junki Watanabe,junkiwatanabe,Center-left,http://www.asahi.com,asahi,asahi,"Dubai,UAE",The Asahi Shimbun,http://www.asahi.com/ajw,Japan
Azusa Ushio,azusa_ushio,Center-left,https://www.asahi.com/topics/word/newsdatawatch.html?iref=kijiue_bnr,asahi,asahi,,The Asahi Shimbun,http://www.asahi.com/ajw,Japan
稲垣康介　Kosuke Inagaki,inagaki7k,Center-left,http://www.asahi.com/,asahi,asahi,Tokyo,The Asahi Shimbun,http://www.asahi.com/ajw,Japan
Daisuke Nakai／中井大助,daisukenakai,Center-left,http://asahi.com,asahi,asahi,Tokyo,The Asahi Shimbun,http://www.asahi.com/ajw,Japan
竹花徹朗 TetsuroTakehana,mrtt11,Center-left,http://www.asahi.com,asahi,asahi,"Tokyo-to, Japan",The Asahi Shimbun,http://www.asahi.com/ajw,Japan
伊木 緑,midomidomisos0,Center-left,https://www.asahi.com/,asahi,asahi,Tokyo,The Asahi Shimbun,http://www.asahi.com/ajw,Japan
長島一浩,kazu_7ga,Center-left,http://www.asahi.com/,asahi,asahi,東京 中央区,The Asahi Shimbun,http://www.asahi.com/ajw,Japan
Asbury Park Press,asburyparkpress,Center-left,http://app.com,app,app,Jersey Shore,The Asbury Park Press,https://www.app.com,United States
APP Breaking News,appbreaking,Center-left,http://www.app.com,app,app,"Neptune, NJ",The Asbury Park Press,https://www.app.com,United States
Michael Diamond,mdiamondapp,Center-left,http://app.com,app,app,"Neptune, NJ",The Asbury Park Press,https://www.app.com,United States
Kathleen Hopkins,khopkinsapp,Center-left,http://app.com,app,app,,The Asbury Park Press,https://www.app.com,United States
Chris Jordan,chrisfhjordan,Center-left,http://app.com,app,app,New Jersey,The Asbury Park Press,https://www.app.com,United States
Belfer Center,belfercenter,Center-left,http://www.belfercenter.org,belfercenter.org,belfercenter.org,"Cambridge, MA",The Belfer Center for Science and International Affairs,https://www.belfercenter.org/,United States
The Bipartisan Press,thebipress,Center-left,http://www.thebipartisanpress.com,thebipartisanpress,thebipartisanpress,San Jose,The Bipartisan Press,https://www.thebipartisanpress.com,United States
brownsvillenews,brownsvillenews,Center-left,http://www.myrgv.com,brownsvilleherald,myrgv,Brownsville Texas,The Brownsville Herald,https://www.brownsvilleherald.com,United States
Brownsville Herald,donpedrosays,Center-left,http://www.brownsvilleherald.com,brownsvilleherald,myrgv,"Brownsville, Texas",The Brownsville Herald,https://www.brownsvilleherald.com,United States
Herald_crime,herald_crime,Center-left,http://www.brownsvilleherald.com,brownsvilleherald,myrgv,"Brownsville, Texas",The Brownsville Herald,https://www.brownsvilleherald.com,United States
